judul,narasi,label
Bayi Meninggal Karena Puasa Sampai Magrib,"anakku belajar puasa hari ini, dia sendiri yang minta diajarin puasa tanpa ada paksaan. dia puasa full sampai maghrib. sore harinya bdannya jadi lemes terus dia tertidur, waktu mau dibangunin Innalillahi dia udah pergi. Semoga surga jadi balasanmu di akhirat nak.",Berita Valid
Masih Mau Bilang Serbuan Aseng China Komunis Adalah Hoax?,"Hanya terjadi di Rezim DILAN (mukiDI siaLAN)
 Masih mau bilang “Serbuan Aseng China Komunis” adalah Hoax???
 Saat sebagian warga negara kekurangan blanko KTP, telah ditemukan Ribuan KTP di Pertigaan Salabenda Kemang Bogor atas nama Aseng China Komunis
 Saat nya Pribumi sadar dan bangkit melawan, sebelum negri Dongeng benar benar terjajah oleh Aseng China Komunis
 #2019GantiPresiden",Berita Valid
Tol Ngawi-Sragen Per Tanggal 15 November 2018 Gratis Sampai Peresmian,Mulai besok pagi Kamis 15 November 2018 pukul 06.00 wib Jalur Tol Ngawi – Sragen dibuka untuk umum GRATIS sampai Jalur Tol ruas tersebut diresmikan. Jangan lupa Gunakan kartu tol untuk dapat membuka portal di pintu tol. Berlaku untuk kendaraan roda empat atau lebih.,Berita Valid
Kepolisian Bisa Menyadap Handphone melalui IMEI,"Yth. Rekan-rekan semua.

Menginformasikan & mengingatkan kepada semua agar tidak lupa bahwa sistem Big Data Cyber Security (BDCS) Indonesia sudah terpasang, menyusul rencana Wantanas RI (Dewan Pertahanan Nasional) yang akan mengambil semua informasi melalui internet di Indonesia.",Berita Valid
Video Balas Dendam Siswa Korban Bully,"Seorang anak yang di bully satu sekolah , membalaskan ke teman2nya dengan memberi cairan laksatif kuda ke jus jeruk di sekolahannya , alhasil tai dimana2",Berita Valid
Ketum PP Muhammadiyah Haedah Nashir Dukung Jokowi - Maruf Amin dalam Pilpres 2019,"Dukungan Dari PP Muhammadiyah
 PP Muhammadiyah Resmi Mendukung Paslon Capres Joko Widodo (Jokowi) dan Cawapres KH Ma’ruf Amin.",Berita Valid
Harga Beras Di Pangkalpinang Tidak Naik,"Kepala Dinas Pangan Provinsi Kepulauan Bangka Belitung, Ahmad Damiri, mengatakan, harga beras di Pangkalpinang masih normal atau masih di bawah HET. “Saat ini harga beras premium masih normal atau masih di bawah HET yang ditetapkan pemerintah daerah sebesar Rp13.100 per kilogram,” ujarnya pasca melakukan pengecekkan harga di sejumlah pedagang eceran Pangkalpinang.",Berita Valid
Penjahat Gunakan Spray Bius Untuk Lumpuhkan Korban,"Himbauan
Mohon teman2 yang menggunakan kendaraan roda 2 bilamana parkir supaya helm jgn ditaruh begitu saja, apalagi saat ke ATM. Modus baru pelaku memperdaya korban dgn cara sprey/disemprotkan pd busa helm/bius. Begitu korban mengendarai motornya tdk lama dia akan jatuh pingsan hingga pelaku dgn mudah mengambil motor dan harta benda lainnya.
Silakan sebarkan di group wa
copasgrup relawan.
Kisah nyata di daerah probolinggo, delta mas dan surabaya, Malang, Batu, Blitar sepulangnya dari ATM",Berita Valid
"Bayi Ini Lahir Dalam Keadaan Buta dan Perlu $200,000 Untuk Perawatannya Sampai Dia Bisa Melihat Kembali","Bayi ini lahir dlm keadaan buta dan perlu $200,000 untuk perawatannya smp dia bisa melihat kembali. Anda tidak perlu mendonasi satu senpun, tp pihak whatsapp akan mengumpulkan dana setiap kali gambr ini dibagikan.
 Silahkan bagikan”",Berita Valid
Indonesia Kirim 10.000 Tentara Ke Myanmar,Alhamdulillah…selamat berjihad para petangguh kami..smoga kalian diridhai Allah…amiin Ya Rabbal ‘alamii..,Berita Valid
"Hadiahnya Rezim Jokowi, Kenaikan Tarif Pajak Kendaraan Bermotor","HADIAHNYA REZIM JOKOWI
 Rakyat yg di bebani dengan hutang2 dr cina , pajak motor saya
 Tahun 2016 : 230.000
 Tahun 2017 : 476.000",Berita Valid
: Lafadz Allah Pada Pohon Natal di Novita Hotel,Lafadz Allah Pada Pohon Natal di Novita Hotel,Berita Valid
Peserta Pesta Bugil Di Pantai Dimakan Piranha,"“Naudzubillah minzalik.
 Mereka berencana mengadakan konsert party BugiL disuatu pantai di bulan Ramadhan malah terjadilah bencana,.
 Hanya dengan Allah kirimkan Satu ekor IKAN saja,. Mereka semua hampir habis dilahap oleh ikan tersebut.
 SEMOGA MENJADI SATU AJARAN BUAT DIRI QT SENDIRI. AMINN..",Berita Valid
Video Baju tentara China di cuci Laundry di Kelapa Gading,"Baju tentara China di cuci Laundry di Kelapa Gading….Parah nih udah banyak tentara China,udah siap perang kynya",Berita Valid
RUU HIP Disahkan Tengah Malam,Bila rezim berhaluan faham komunis saat ini tetap ngotot mengesahkan RUU HIP dan TIDAK MEMBATALKANNYA maka !!!SERUAN jihad MUI berlaku,Berita Valid
Video Ibu ini cuma dapat bantuan beras 1 liter dan mie instan 2 bungkus untuk 4 bulan,VIRAL Ibu ini cuma dapat bantuan beras 1 liter dan mie instan 2 bungkus. mending dapat dari pada tidak dapat apa2 cuma dapat janji doang,Berita Valid
Sheikh Hamdan Al Maktoum Memberikan Uang Selama COVID-19,Bagaimana semua orang? ️ Ini bukan penipuan. Aku Sheikha HamdanAl Maktoum. Tim saya dan saya sedang mengatur organisasi amal Pandemi COVID-19 untuk semua negara. Pilih huruf pertama nama anda dan anda akan menerima sesuai nama anda.!,Berita Valid
Foto kumpulan untuk mengakhiri COVID-19 di Cleveland hari ini #EndCOVID,Cuaca bagus membuat orang-orang keluar berkumpul untuk mengakhiri COVID-19 di Cleveland hari ini #EndCOVID,Berita Valid
PDIP USUL KE PEMERINTAH AGAR PESANTREN DI TUTUP SELURUH INDONESIA,"CUKUP VIRALKAN INI DAN DIKOPI KASIKAN KE RAKYAT PLOSOK PLOSOK DESA INSYA ALLAH PASTI TUMBANG DAN PASTI DIBENCI RAKYAT TERUTAMA RAKYAT KAUM PEDE… Lihat lainnya
 11 SEP 2018″
 
 Dan “PDIP USUL KE PEMERINTAH AGAR PESANTREN DI TUTUP SELURUH INDONESIA –",Berita Valid
Video Perilaku Polisi India Terhadap Wanita yang Membawa Anak,Perilaku polisi india terhadap wanita yang membawa anak,Berita Valid
Di Bekasi Sudah Ada Terduga Pasien Virus Corona,Diberitahukan kepada seluruh Masyarakat Kab Bekasi bahwa mulai hari ini diharapkan agar memakai MASKER guna untuk menghindari tertularnya penyakit terutama Corona. Karna di RSUD kab Bekasi sudah ada 1 pasien yg diduga terkena Corona. Terimakasi*Info Dari Dinas Kesehatan Kab. Bekasi,Berita Valid
SOLAT JUMAT DI BALIK VIRUS CORONA,"MASYA ALLAH DI BALIK VIRUS CORONA SEKARANG DI CINA SANGGUP BER DESAK2 KAN, SOLAT JUM’AT SAMPAI KEJALAN JALAN…",Berita Valid
Pihak kepolisian tidak melarang hotel di Banyuwangi memasang atribut Natal dan tahun baru,Hotel di Banyuwangi Diimbau Tak Pasang Atribut Natal,Berita Valid
Daging Babi Halal Halal Pork di Singapura,"Beredar sebuah gambar produk daging babi segar berlabel halal dari Majelis Agama Islam Singapura (MUIS), bertuliskan ‘Pasar Fresh Pork’ yang dijual di jaringan supermarket Singapura, NTUC FairPrice.",Berita Valid
"Foto penampakan tol Cisumdawu, Cileunyi-Sumedang-Dawuan yang memangkas dan menerobos bukit","Penampakan tol Cisumdawu, Cileunyi-Sumedang-Dawuan, 60 km, yang memangkas dan menerobos bukit.",Berita Valid
Di Markas PBB cuma bendera saudi yg tidak pernah turun setengah tiang,Di Markas PBB cuma bendera saudi yg tidak pernah turun setengah tiang.. karena adanya kalimat tauhid di bendera tsb. Disini bendera bertuliskan kalimat tauhid malah di bakar. Allohul musta’an,Berita Valid
Pare Tidak Serta-merta Bisa Menyembuhkan Kanker,"Prof Chen Hui Ren dari RS pusat angkatan darat Beijing menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan..",Berita Valid
Video Percakapan Bagi-Bagi Jatah Menteri BUMN Rini Soemarno bersama Dirut PLN Sofyan Basri,"Di balik media sampah yg up dagelan intimidasi ibu dan anak ternyata ada Viral Rekaman percakapan antara menteri Rini Soemarsono dan Bos PLN tentang pembagian jatah.. ?
 Keterlaluan ko bisa ya, pantas kalo selalu devisit BUMN nya… Ternyata
 “Ini Dia Rekaman dan Transkrip Pembicaraan Menteri BUMN – Dirut PLN Yang Mengatur Fee 15% dari Rp117 triliun Biaya Pembelian BBM PLN dari Pertamina !”",Berita Valid
FACEBOOK AKAN DITUTUP PADA 24 APRIL 2018,"Mulai 24 april FB Indonesia akan di tutup.
 Well come kembali di jaman batu.
 Ucapkan slmt tinggal utk tmn” di Fb kalian sblm di tutup.",Berita Valid
Pengrusakan Mushola di Daerah Bojong Gede Oleh Preman Ambon,"“Allahu Akbar….Allahu Akbar! Wahai singa-singa Ahlussunnah merapat dan bersiaplah!
Telah terjadi pengrusakan mushola di daerah bojong gede oleh preman Ambon. Hingga detik ini kondisi masih memanas. Sahabat ana yang disana melaporkan langsung dan terlibat bacok-bacokan. Ada 44 orang preman ambon, satu dari mereka terkena tusukan. Mereka tetiba menyerbu mushola dan mengatakan bahwa tidak gunanya mushola itu. Polres depok, kodim depok, dan brimob Cijantung sudah turun ke lokasi. Namun hingga berita ini ditulis kondisi masih memanas. Massa sudah mengepung, namun mereka dijaga ketat aparat. Belum ada elemen laskar islam yang merapat ke lokasi, billa bong kolam renang Depok.
Yang punya akses kepada laskar-laskar islam, tolong diinfokan!”.",Berita Valid
J Kristiadi Buat Surat Terbuka kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa,"Statistik yg Anda kemukakan itu saya sangat percaya kebenarannya. Mungkin Anda bingung Pak dgn statistik ini, biar saya coba bantu menjelaskan dari sudut pandang saya sebagai tionghoa Kristen, walau sebetulnya Anda juga pasti tahu kisah banyak konglomerat tionghoa Kristen atau tionghoa Kong hu cu Indonesia yang memulai usahanya dari nol dan berasal dari keluarga miskin!",Berita Valid
Pembakaran Al-Quran & Etnis Rohingnya oleh Tentara Myanmar,"Tengah malam tadi saya menerima tiga keping gambar tentang nasib malang yang diterima etnik Rohingya di Myanmar.
 
 Gambar berkenaan memperlihatkan seorang lelaki yang dibakar teruk, al-Quran cuba dibakar dan kampung dalam kebakaran",Berita Valid
"Dubes China Buka Kartu: Tiap Tahun, 2 Juta Lebih Warga Kami Masuk Indonesia",Tragedi serangan virus Corona yang menewaskan ribuan manusia di 5 kota China telah memojokkan Pemerintahan Komunis China untuk mengakui masuknya jutaan rakyat China ke wilayah Indonesia berkamuflase sebagai wisatawan.,Berita Valid
Correlation of Video of Child Fed with Living Tadpoles with Corona Virus,"Swine flu appeared in China, and bird flu spread from China to the world, and now the corona virus has appeared, and this disease has appeared in China.
 
 Chinese society is a mentally corrupt society. We have to save these kids.
 
 China has become a threat to humanity.
 
 #Corono",Berita Valid
DKI Kucurkan Rp688 Miliar Tebus Ijazah Siswa yang Ditahan Sekolah,"Pemprov DKI mengucurkan dana hingga Rp688 miliar untuk menebus ijazah yang ditahan dari 171 siswa di ibu kota yang berasal dari 79 sekolah swasta. Sekretaris Daerah (Sekda) DKI Saefullah mengatakan, anggaran dengan nilai Rp688.140.775, berasal dari Badan Amil Zakat Nasional (Baznas/Bazis) DKI.",Berita Valid
"Terpidana korupsi Leo Lim, Anggota DPRD DKI dari PSI","Hallo PSI, kok diam???
 Ini Saudaramu Maling lagi…!
 (Leo Lim, Anggota DPRD DKI dari PSI)",Berita Valid
UAS Ajak Umatnya Kalau Belanja Ke Warung Tanyakan Dulu Apa Agamanya,"Entah apa yg merasuki si tampan uas ini… Ke warung aja pake nanya agama dulu.
 Si uas #maungibullagi ? Kalo ngomong suka bikin saling membenci.",Berita Valid
Ular beracun tertipis di dunia hidup dalam Paprika,"Ular tertipis di dunia
 Ular ini hidup dalam Paprika,tolong
 Cuci buah dan sayuran sampai bersih
 Dan makan dengan hati-hati……Lihattt
 Ular beracun tertipis didunia",Berita Valid
Batu2 an karya seni Gabion ternyata dari terumbu karang yg dilindungi UU,"Tumpukan karang- karang keras yang sudah mati. Ada karang otak dan berbagai jenis batuan karang lain yang amat mudah dikenali . Kami menjadi bingung, memandang satu sama lain dalam kebisuan, bukannya terumbu karang dilindungi penuh? Bukankah sudah ada berbagai peraturan yg mengatur konservasi terumbu karang?",Berita Valid
Lion Air Memiliki Utang Kepada Boeing dan Airbus Sebesar Rp614 Triliun,"Total hutang Lion Air kepada Boeing dan Airbus adalah Rp 614 Trilyun, dan penjaminnya adalah pemerintah Indonesia.",Berita Valid
Sri Mulyani: Jika Rakyat Mengijinkan Daerah Bali Kita Jual Untuk Bayar Hutang,Lebih baik Presiden bersama mentri”nya yg dijual,Berita Valid
Abu Bakar Baasyir Meninggal Dunia,Telah berpulang KH Abu Bakar Baasyir semoga Allah tempatkan Almarhum disisi Allah SWT,Berita Valid
Penggunaan Foto Patung Buddha Berwajah Gus Dur yang Sudah Ditutup,Ternyata tdk percuma penghargaan diberikan kepada bapak pluralisme ini. Ajarannya telah berkembang menjadi ISLAM NUSANTARA,Berita Valid
Lumba-Lumba Mati Terdampar di Pantai Karang Perancak Bali,"Ditemukan Lumba Lumba Mati, Di Pantai Karang Perancak Negara Bali, Dengan Kepala Bolong Kemungkinan Lumba Lumba Ini Mati Terbawa Arus Di Perkiraan Umur Lumba Lumba Tersebut berusia 4 sampai 5 Bulanan.
 Sumber @krisnaputra76
 #infojembrana",Berita Valid
UNDANGAN AKSI DAMAI PASCA PENDISKUALIFIKASIAN PASANGAN CALON WALIKOTA MAKASAR NOMOR URUT 2,"Bocor Soal 😝😝😝😝 sudah sudahmo janji janji manis Timmu …🤣🤣🤣👏👏👏👏
 UNDANGANi AKSI DAMAI#
 Kepada Yth :
 Seluruh Loyalis Relawan, Ormas, Simpatisan dan Pendukung Danny & Indira DIAmi
 Di – Kota Makassar
 Assalamu Alaikum Wr. Wb.
 Salam Perjuangan dan Perlawanan !!
 Diharapkan kpd seluruh masyarakat makassar yang masih berempati kepada KEBENARAN untuk melakukan PERLAWAN ATAS MATINYA DEMOKRASI MAKASSAR dimana HAK MEMILIH dan DIPILIH sebagai warga negara Indonesia telah dicabut dengan semena-mena.
 Meminta kpd sdr2 semua untuk terus bersama2 merapatkan barisan dalam rangka MENYATUKAN SUARA RAKYAT UNTUK MELAWAN KETIDAKADILAN.
 Hari : Senin
 Tanggal : 30 April 2018
 Waktu : 14.00 wita
 Tempat : Jln Amirullah
 ( rmh kediaman bpk DP)
 Diharapkan kpd saudara2 semua utk hadir tepat waktu karena SUARA RAKYAT TAK BISA DIKALAHKAN.
 Kebersamaan dan kekompakan kita semua insyaallah akan membawa kita menuju pada kemenangan yang sesungguhnya.
 Atas perhatiannya & dukungannya kami haturkan terimakasih,
 Wassalam Wr Wb
 Danny Pomanto
 Lebih Baik Mati daripada MENYERAH..!!!
 
 Agenda Aksi :
 1. Orasi Politik Bpk Danny Pomanto
 2. Konvoi dgn Rute Jln Amirullah, Jln Haji Bau, Penghibur, Jln Balaikota, Taman Macan, Ratulangi, kembali ke Amirullah.",Berita Valid
TKA Harus Nyaman Tinggal di Sini Dengan Gaji Tinggi,"OOW JADI TKA HARUS NYAMAN TINGGAL DISINI DENGAN GAJI TINGGI. SEMENTARA RAKYAT SENDIRI MASIH BANYAK YANG NGANGGUR, BEREBUT MENCARI PEKERJAAN DENGAN UPAH RENDAH ‼",Berita Valid
Dokter Anti Vaksin Asal Amerika Serikat,"“Dr Bernard dengan tegas menyatakan bahwa seluruh umat yang merasa tengah berada dalam perjuangan untuk menolak vaksin dengan tegas-tegasnya. Vaksin, ujarnya lebih dari mampu untuk menurunkan semangat juang seseorang. Andaikata vaksin dimasukkan ke dalam tubuh orang-orang yang sedang berperang, maka semangat tarung orang tersebut akan kendor dalam waktu singkat,”",Berita Valid
Merk Pakaian GAP Merupakan Singkatan dari Gay And Proud,"Perhatian…!!!
 
 Seorang Remaja Muslim berketurunan arab di Canada mengenakan t-shirt/kaos dan topi bernama (GAP), sementara rekan sebayanya yang penduduk asli Canada memperhatikannya…
 
 Kemudian pemuda Canada kulit putih itu bertanya kepada rekan muslim arabnya: Anda tahu apa artinya GAP…???
 
 ...",Berita Valid
Menteri Komunikasi dan Informatika Tifatul Sembiring Sebar Hoax,"LAPORAN
 
 Live on the spot oleh Yang Dipertuan Agung Kakanda Tifatul Sembiring, mantan mentri kominfo, anggota DPR bahwa Tsunami Aceh thn 2004 disebabkan oleh Junta Militer Myanmar juga.
 
 Sekian dan terima kasih",Berita Valid
: Kapolri dan Wakapolri Mengenakan Topi Sinterklas,"cieeeeee…..semoga gak da paksaan ya jendral murni dari hati, bkn perintah atasan",Berita Valid
"Kalau tidak ada Santoso, Muslim POSO Sudah Habis diBantai Kristen","Warga Poso : Kalau Tidak Ada Santoso / Abu Wardah, Muslim POSO Sudah Habis Dibantai Kristen",Berita Valid
Surat Terbuka dari Andrea Hirata Untuk Ahok Gubernur DKI Jakarta,"Selamat pagi Kawan. Saya berurai air mata ketika saya harus menyampaikannya kepada teman saya sendiri yang sangat baik kepada saya. Saya termasuk mengagumi sepak terjang, keberanian, dan obsesi yang ia miliki untuk membangun negeri ini. Saya juga seperti teman-temanya yang lain bahwa Jakarta memang membutuhkan sosok seperti dia saat ini. Kasar, tegas, dan pemberani. Karena Jakarta telah menjadi kota metropolis para “pembajak negara”.",Berita Valid
Mie Instan tidak bernutrisi Dan bahayanya MSG?,"Mengambil Kendali, Kesehatan di tangan anda.",Berita Valid
Baju Adat Tiongkok China Dalam Gambar Uang Pecahan 75 Ribu Rupiah,"PEMERINTAH SAAT INI BENARKAH ADA MENGELUARKAN UANG KERTAS BANK INDONESIA DENGAN NOMINAL PECAHAN UANG BERNILAI 75 RIBU dan ADA YANG TIDAK LAZIM KARENA DI UANG INI HANYA ADA BAJU ADAT THIONGKOK CHINA…KUMAHA TEH,KAMANA NYAK SILIWANGI…???",Berita Valid
"Video Rekaman kamera infrared hantaman rudal tepat sebelum ledakan dahsyat di Beirut, Libanon","Rekaman kamera infrared menunjukkan adanya hantaman rudal dari langit tepat sebelum ledakan dahsyat terjadi di Beirut, Libanon. Benarkah zionis Israel pelakunya? Wallahua’lam",Berita Valid
Video perawat garis depan diperkosa dan ditikam oleh seorang pria di jalan,News Updates: frontliner ginahasa at pinagsasaksak ng isang lalaki dead on arrival sa hospital ! (Berita Terbaru: Seorang perawat garis depan diperkosa dan ditikam oleh seorang pria di jalan yang mati setibanya di rumah sakit!),Berita Valid
Workshop Peningkatan Kapasitas Pemerintah Daerah oleh Pusbindiklatren Bappenas,Sehubungan dengan penundaan pelaksanaan Workshop DAK dikarenakan pandemic Covid-19 dan merujuk surat kami sebelumnya dengan Nomor 30TIP.01/02/2020 tentang Penawaran Workshop. Peningkatan kapasitas Pemerintah Daerah dalam proses Perencanaan dan Penganggaran Dana Alokasi Khusus (DAK) Angkatan I.,Berita Valid
Penangkapan Maling Berkepala Anjing di Klaten,"Untuk rekan-rekan yang sedang berjaga harap berhati-hati. Sekadar info lokasi Klaten Cawas maling berhasil ditangkap, namun dengan kondisi kepala sudah berubah menjadi kepala anjing, harap berhati-hati dan jangan lupa berdoa agar kita terselamatkan dari hal-hal yang buruk, amin",Berita Valid
"Daftar list hotel di bali yg di jual, Hotel for SALE in BALI april 2020","Daftar list hotel di bali yg di jual Hotel for SALE in BALI april 2020 1. Hotel Premium Legian Bali – IDR22,000,000,000",Berita Valid
Video Ngeri Karena Corona Italia pun Bersujud,Viral. Ngeri karena Corona Italia pun Bersujud Italia Berdoa sujud masal bagaikan Muslim karena Virus Corona-19.Kiamat?,Berita Valid
"Demi Palestina, Cristiano Ronaldo Sumbang Rp 21,7 Miliar","Demi Palestina, Cristiano Ronaldo Sumbang Rp 21,7 Miliar",Berita Valid
PEMBERHENTIAN SEMENTARA TUNJANGAN KINERJA ANGGOTA TNI,Sehubungan dengan Penyesuaian DIPA :No. 107.KRI.I.000143.2019 dengan ini menyampaikan Kepada Kapuskeu TNI bahwa Untuk Tunkin Anggota TNI Sementara diberhentikan Tmt. Bulan Agustus 2019 dikarenakan dana APBN yang dialokasikan untuk pembayaran Tunkin Anggota TNI 2019 dialokasikan Untuk dana Kontijensi 2019 untuk itu kami sampaikan kepada Kapuskeu TNI diharap maklum dan menyampaikan kepada Bensat jajaran TNI..Dumm Ttk Hbs,Berita Valid
