judul,narasi,label
"DITUDING MENCULIK DAN BERAT SEBELAH PADA KASUS PT. RUM, KAPOLRES SUKOHARJO BERI KLARIFIKASI","Kapolres Sukoharjo AKBP, Iwan Saktiadi : “Tidak ada istilah diculik. Kita saat melakukan penangkapan menemui keluarganya. Kalau mahasiswa mengatakan diculik mohon ditelisik kembali kata diculik asalnya dari mana. Apa logika mereka, kami datang jelas dengan surat perintah tugas,”",Berita Palsu
Zuckerberg Ungkap Facebook Segera Dirombak,"Dalam setahun terakhir, Facebook dikritik tajam karena dianggap sebagai tempat penyebaran informasi palsu atau hoax yang membuat pengguna terpecah belah. Selain itu beberapa mantan eksekutif Facebook juga mengkritik bahwa media sosial ini tidak bermanfaat.",Berita Palsu
Arti Kata Pokemon Dalam Bahasa Syriac Yang Berarti Aku Yahudi,"Dalam sebuah dokumen negara yang dirampas pasukan Amerika Serikat, ketika melakukan kudeta pada 2004 lalu, terungkap bahwa ada tindakan ‘tidak terpuji’ atau pesan negatif yang terdapat di balik film itu.",Berita Palsu
Jokowi Lebih Memilih Helikopter Buatan Luar Negeri Dibandingkan Buatan PT Dirgantara Indonesia,"INSTING MAKELAR
 
 AKU Awalnya kaget, membaca berita dari berbagai Media nasional soal Pembelian Hellikopter Presiden jokowi.
 Dalam berita banyak disebutkan PT.DI Produksi Hellikopter sendiri jenis EC-725 dan lebih canggih, kenapa Pemerintah membeli Helikppter VVIP AW101 produksi Italia dan Inggris itu ?",Berita Palsu
KEMUNCULAN VIDEO MATAHARI TERBIT LEBIH DARI SATU YANG DIKLAIM TERJADI DI KEPULAUAN RIAU,KEMUNCULAN VIDEO MATAHARI TERBIT LEBIH DARI SATU YANG DIKLAIM TERJADI DI KEPULAUAN RIAU,Berita Palsu
Ormas Projo Bantah Keluarkan Surat Aksi Kiri Super Senyap,"Kami sudah terbiasa menghadapi fitnah seperti ini. Apa yang beredar di media sosial itu hoax. Dari bahasanya, karakter penulisannya, dan struktur kalimatnya, sangat mudah ditebak pelakunya. Kader dan simpatisan Projo sangat cerdas dan paham siapa pelakunya. Gampang ditebaklah, ha-ha-ha…",Berita Palsu
Klarifikasi Terkait Kasus Perusakan Kapel Santo Zakaria di Ogan Ilir,"Gubernur Sumatera Selatan Alex Noerdin mengatakan, perusakan rumah ibadah atau kapel tersebut murni kriminal",Berita Palsu
Polisi Buru Ormas yang Jadi Dalang Berita Hoaks soal Penyerangan Ulama,Polisi Buru Ormas yang Jadi Dalang Berita Hoaks soal Penyerangan Ulama,Berita Palsu
"Dapat Info Hoax Kebakaran, Mobil Damkar Alami Kecelakaan dan Tewaskan 3 Anggota Pemadam","Innaillahi Wainnaillahi Rojiun, Damkar INDONESIA kembali BERDUKA. Mewakili rekan-rekan Pemadam Kebakaran Kota Medan, kami turut berduka cita atas kejadian yang menimpa rekan-rekan damkar di Poso",Berita Palsu
"Pria di Kansas, Amerika Meninggal Ditembak Polisi Akibat Hoax yang Dibuat Pemain Game Call of Duty","Gara-gara sebuah lelucon konyol, sebuah nyawa melayang. Kejadian ini telah menjadi mimpi buruk bagi keluarga korban dan departemen kepolisian kami",Berita Palsu
Ini Perbedaan Netizen Jurnalis dan Wartawan,"Kementerian Komunikasi dan Informatika (Kominfo) menggelar Forum Dialog Publik bersama blogger, ",Berita Palsu
"Bantah Hoaks, Kominfo Sebut Registrasi SIM Murni untuk Keamanan","Bantah Hoaks, Kominfo Sebut Registrasi SIM Murni untuk Keamanan",Berita Palsu
Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,"“SUBHANALLAH…
 Anak Palestina ini berlutut memandangi tentara israel yg menembaknya dari jarak dekat,
 Peluru menembusi jantung nya. Tapi coba Lihat wajah syuhada ini .. Tak ada menggambarkan kesakitan…”",Berita Palsu
Klarifikasi terkait Kabar Petugas KPPS di Way Kanan Lampung Tewas Ditikam karena Melerai Keributan Timses Caleg,"~ Sukardi, Simpatisan PKS yang Meninggal Karena Melerai Keributan Timses Caleg ~",Berita Palsu
KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,Pengecekan daftar pemilih,Berita Palsu
Dorce Bantah Menuding Ratna Sarumpaet sebagai Transgender,Sebenarnya saya tidak mau mengumbar aib seseorang. ya saya tahu itu dosa.,Berita Palsu
Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar,Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar,Berita Palsu
"49 WN Tiongkok yang Masuk ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama","Kepala Kantor Perwakilan Kemenkumham Sultra, Sofyan, mengonfirmasi bahwa 49 TKA asal China yang tiba di Bandara Haluoleo Kendari pada Minggu (15/3/2020), adalah TKA yang berangkat dari China, dan bukan TKA lama yang berangkat dari Jakarta.",Berita Palsu
Post Keadaan Yogyakarta Pasca Bentrokan PRPPB,"asal-asalan memberikan klarifikasi pada pengepungan mahasiswa Papua di Asrama Mahasiswa Papua Yogyakarta tanggal 15 Juli 2016. Mas @hsuf minta bukti, konteks dan sumber? Nih saya kasih!",Berita Palsu
Baliho Cinesia Timur Sakti Bertuliskan Bahasa Cina di Bandara Haluoleo Kendari,"Selama NKRI merdeka dan SDH 7 kali pergantian presiden…
Dan semenjak Jokowi jadi presiden baru kali ini ada baleho China terpampang besar d bandara HALUOLEO KOTA KENDARI",Berita Palsu
KEPOLISIAN ANGKAT BICARA TERKAIT FOTO KOMPAK PENONTON YANG ACUNGKAN SALAM DUA JARI DI MILLENIAL ROAD SAFETY FESTIVAL,"Direktur Lalulintas, Kombes Pol Wibowo: “Saya sudah liat foto yang tersebar di medsos itu dan saya menduga itu foto hasil rekayasa. Apalagi panggung kegiatan yang digelar Polres Serang Kota pada acara MRSF tidak sama dengan foto tersebut,”",Berita Palsu
BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007,"“Barbar People”

“TELAH HILANG ALAT PENGUKUR GELOMBANG DAN ARUS",Berita Palsu
"WARGA MALANG DIHEBOHKAN SOAL PENEMUAN ALAT KEJUT YANG DIANGGAP BOM, KEPOLISIAN BERI PENJELASAN","Kasatreskrim Polres Batu AKP, Anton Widodo : “Dikiranya bom karena benda itu ada kabel-kabelnya. Tapi memang itu bukan bom. Seperti alat getar pelangsung seperti itu,”",Berita Palsu
Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia,Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia,Berita Palsu
Sudirman Said Sedang Sembahyang Semoga Tidak di Demo Berjilid-jilid,"Ssst …
 Pk Sudirman Said sedang sembahyang di Vihara …
 jangan diganggu .. apalagi di demo … ?",Berita Palsu
Mengapa Kita Menyukai Hoax atau Kabar Bohong?,"Mengapa kita menyukai hoax atau kabar bohong?
 
 Riset yang dilakukan oleh Robert Feldman, psikolog dari University of Massachusetts menunjukkan bahwa kebohongan memiliki keterkaitan dengan kepercayaan diri. Saat kepercayaan diri kita terancam seseorang akan dengan mudah berbohong. Riset Feldman ini dimuat dalam Journal of basic and Applied Psychology. Setidaknya 60 persen dari orang yang diriset oleh Feldman ini berbohong dalam setiap perbincangan yang dilakukan. Hal serupa juga terjadi pada internet, kita kerap menambahi kabar yang belum pasti dengan kebohongan sehingga menghasilkan hoax berantai",Berita Palsu
"BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat","Kepala BKSDA Sumbar Erly Sukrismanto mengungkapkan, berdasarkan tinjauan tim di lapangan ternyata harimau hanya menampakkan diri tanpa melukai hewan ternak, seperti yang sempat dilaporkan warga. “Jadi, warga melihat dua ekor harimau jalan-jalan dari kejauhan. Tapi tidak ganggu apapun, tidak ngamuk dan melukai kerbau,” terang Erly.",Berita Palsu
Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,"Dapat kami sampaikan klarifikasi bahwa konstruksi yang runtuh adalah overpass akses Jalan Tumaluntung yang melintas di atas lokasi rencana Jalan Tol Manado-Bitung (underpass),",Berita Palsu
: Penemuan Senjata Kelompok Syiah di Goa Husainiyat,Pemerintah Pakistan menemukan gudang persenjataan kelompok syi’ah dalam sebuah gua dibawah Husainiyat mereka yg terletak disebelah barat laut Pakistan.,Berita Palsu
Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi,Berita Palsu
: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,Berita Palsu
Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi data,"Belum lama ini beredar surat yang menginformasikan mengenai kurang lengkapnya data guru sekolah madrasah negeri/swasta di media sosial. Dalam surat tersebut, pengirim juga mengatasnamakan pihak Kementerian Agama ( Kemenag) RI dengan modus mengambil data pribadi untuk disalahgunakan.",Berita Palsu
"DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI","DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI",Berita Palsu
: Isu-isu Mengenai media Penyebaran HIV/AIDS,Isu-isu Mengenai media Penyebaran HIV/AIDS,Berita Palsu
Pengamat Media Sosial: Tak Ada Hoax yang Positif,"Ya mana ada hoax positif, nggak ada hoax positif. Hoax itu berita bohong, informasi palsu. Nggak ada positif-positifnya",Berita Palsu
Al Quran Dirobek Saat Sidang Ahok,"Al Quran disobek2 dibuang di jln saat sidang ahok…yang mungutin sampe nangis..
 #JumatBarokah",Berita Palsu
": Harun Yahya, Salah Satu Pionir Hoax Umat Islam","Harun Yahya, Salah Satu Pionir Hoax Umat Islam",Berita Palsu
Taman Impian Jaya Ancol Bantah Menggratiskan Tiket Masuk Mulai 14 Oktober hingga 6 Bulan Kedepan,Jelas hoax,Berita Palsu
Beberapa Tokoh Gereja di Bekasi Bantah Buat Perjanjian Bersama dengan Cawalkot Rahmat Effendi,"Kami merasa bahwa ini harus diluruskan, karena merugi bagi kami juga. Saya katakan ini tidak benar,",Berita Palsu
Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi,"“Dari mana (informasi) itu. Saya nggak tahu,” kata Ketua Umum Partai Gerindra, Prabowo Subianto, Minggu (1/4) kemarin.",Berita Palsu
Ibadah di Gereja HKBP Filadelfia Bekasi Diganggu Speaker,"Harusnya gk perlu bgini.. toh jg urusan surga neraka pribadi masing-masing.. Tkp: Bekasi, Jawa Barat, Indonesia”.
(2) “Anda merasa “Muslim” terzolimi oleh media? pernah media membahas masalah sprti ini? jangan merasa terzolimi hny karena kasus Buni Yani! RT",Berita Palsu
Tiga Bank BUMN Tidak Suntikkan Modal Ke Bank Muamalat,"Sempat mengemuka bahwa Bank Muamalat akan disuntikkan dana oleh sejumlah bank Badan Usaha Milik Negara (BUMN). Atas beredarnya isu tersebut, Bank Negara Indonesia (BNI), Bank Mandiri, dan Bank Rakyat Indonesia (BRI) memberikan bantahan bahwa akan menyuntikkan dana ke Bank Muamalat.",Berita Palsu
"Klarifikasi dari Dinkes terkait Informasi Ramuan Minyak Tanah yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, dan Tekanan Darah Tinggi","Begni cara mengobati penyakit asam urat,kolestrol,tekanan darah tinggi..
Bahan yg di gunakan..",Berita Palsu
"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya","Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",Berita Palsu
: Dimana TNI dan POLRI dalam Isu Komunisme atau PKI ?,massa menolak seminar PKI,Berita Palsu
Membumikan Bikini di Tempat Umum dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. “For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President.” Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ??",Berita Palsu
AWAN HITAM MENYEDOT AIR LAUT,"Astagfirullah
 Apakah ini tanda tanda akhir zaman semakin dekatt
 waallahualam
 Kejadian langka AWAN HITAM MENYEDOT AIR LAUT dalam beberapa menit yang membuat heboh warga..",Berita Palsu
: Ustadz AA Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November ke Jakarta,"Beredar info disertai foto yang menyebutkan bahwa pada tanggal 30 november 2016, KH Gymastiar atau AA Gym melakukan konsolidasi dengan memimpin keberangkatan puluhan ribu umat Islam se Jawa Barat untuk aksi bela Islam jilid 3 yang tergabung dengan para mujahid pejalan kaki ciamis",Berita Palsu
Indochina di Foto Kontainer Southern Hauliers,"Apa maksudnya ini…
Ada yg bisa kasih penjelasan?",Berita Palsu
Rombongan Presiden Jokowi Kecelakaan di Sumatera Barat,"Mobil Rombongan Presiden Jokowi Mengalami Kecelakaan di Solok, Sumbar. Para penumpang mobil rombongan presiden yang menuju Kota Padang tersebut mengalami luka-luka.",Berita Palsu
"Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital","Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital",Berita Palsu
Indonesia di Tengah Pusaran Arus Informasi,Indonesia di Tengah Pusaran Arus Informasi,Berita Palsu
Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,"Tips Bermedsos Sehat Ala Ahmad Mustofa Bisri
 
 (1) menata kembali niat kita dalam menggunakan dan memanfaatkan Sosmed;
 (2) berhati-hati dan waspada beraktifitas di ‘Dunia Maya’ yang ~kita tahu~ penuh tipuan;
 (3) jangan mudah tergiur dengan tampilan-tampilan menarik, biasakan tabayun dan meniliti rekam-jejak;",Berita Palsu
: Kicauan Grab di Tweeter Yang Mendukung Ahok,Grab Indonesia mendukung @basuki_btp #KamiAhok,Berita Palsu
BBC News Menggunakan Foto Irak untuk Menggambarkan Pembantaian Suriah,BBC News uses ‘Iraq photo to illustrate Syrian massacre’,Berita Palsu
Bahaya Buah Durian Mengandung Kolesterol Tinggi,Bahaya Buah Durian Mengandung Kolesterol Tinggi,Berita Palsu
Orang Tua Berkelahi di Lippo Mall,Orang Tua Berkelahi di Lippo Mall,Berita Palsu
Admin Grup Whatsapp Dihukum Penjara,"#Ask #Whatsapp #Admin #Dipenjara #ITE
 Nemu gambar begini, maksudnya gimana sih. Admin WhatsApp? Kok aneh gitu .
 Apakah gambar di kertas koran tersebut benar?",Berita Palsu
Sophia Latjuba Bantah jadi Anggota Jurkam Jokowi - Maruf,"“Nggak tuh, bukan, bukan saya. Sophia yang lain kali,” ujar Sophia Latjuba, Rabu (5/9).",Berita Palsu
Pertamina dan Pemerintah Kalrifikasi Isu BBM Naik Malam Ini,Beredar isu di media sosial secara berantai tentang rencana kenaikan harga bahan bakar minyak (BBM) cukup meresahkan masyarakat.,Berita Palsu
Merawat Pesan Toleransi dari Gus Dur,”Pa… setelah kau pergi/Baru aku mengerti Selama ini kau berusaha mengajari kami Hidup harus disyukuri/Apapun yang diberi Engkaulah yang mengajarkan/ Hidup adalah pilihan Dan pilihan adalah kekuatan …. ”,Berita Palsu
Mafindo Chapter Depok adakan Sosialisasi Anti Hoax,"Masyarakat Anti Fitnah Indonesia (MAFINDO) Chapter Depok bersama Polsek Sukmajaya mengadakan sosialiasasi dengan warga Swatama Residence, Kemang. Acara.... ",Berita Palsu
Warga Cina Lempar Kucing dan Anjingnya dari Apartemen karena Hoaks Kucing dan Anjing Menularkan Virus Corona,"Takut Virus Corona, Warga China Lempar Anjing dan Kucing dari Apartemen",Berita Palsu
KH Asep Saifuddin Chalim Bantah Sebut Orang yang Menyarankan Memilih Gus Ipul Telah Berkhianat,"Itu istilah hoax, itu sangat keji sekali. Saya punya rambu, saya punya upaya keras untuk tidak pernah mengatakan orang",Berita Palsu
Isu Perbedaan Surat Al Hujurat 8 pada Al Quran Sumbangan Kerajaan Arab,"Tolong perhatikan Al Qur’an sumbangan Arab Saudi yang dibagikan gratis,, ayat2nya banyak diubah,,, bandingkan dengan Al Qur’an yang dulu,,,",Berita Palsu
Pentingnya Membaca Seluruh Isi Berita Bukan Hanya Judul Beritanya,Isi artikel pada situs riausky.com tersebut menyatakan keheranan Kapolri Jenderal (Pol) Tito Karnavian karena tidak ada perkebunan sawit maupun tanaman industri lainnya yang ikut terbakar. Bukan karena tidak ada kebakaran lahan dan hutan secara keseluruhan.,Berita Palsu
Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah SA Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai,"Diantaranya melalui media Whatsapp, siswi berinisial SA tersebut diisukan meninggal dalam kondisi telinga berdarah dan handphone (HP) berantakan di lantai.",Berita Palsu
Klarifikasi Pemerintah Provinsi Aceh Terkait Isu Penerapan Hukuman Pancung atau Qisas,"Kepala Bidang Bina Hukum Syariat Islam dan Hak Asasi Manusia Dinas Syariat Islam Provinsi Aceh, Syukri M Yusuf pun membantah isu tersebut. Ia mengatakan, isu tersebut muncul lantaran salah persepsi dari wartawan Associated Press setelah mewawancarainya. Pada wawancara itu, Syukri mengatakan, dirinya memang menyinggung wacana hukum pancung. Namun, hal itu masih sebatas wacana dan butuh penelitian lebih lanjut. “Ini baru wacana. Penelitiannya dilakukan tahun ini, jadi kami lihat dulu respons masyarakat baru nanti bisa disimpulkan,” ujarnya.",Berita Palsu
Manfaat Air Hangat,"“???????
*M A N F A A T*
*AIR HANGAT*
( agak panas dikit )
*Sekelompok Dokter Jepang menegaskan bahwa air hangat adalah ?% efektif dalam menyelesaikan beberapa problems kesehatan, termasuk:*
_*Sakit kepala, migrain, tekanan darah tinggi, tekanan darah rendah, nyeri sendi, tiba-tiba meningkat dan penurunan detak jantung, Epilepsi, meningkatnya tingkat kolesterol, batuk, ketidak nyamanan fisik, sakit golu, asma, hooping batuk......",Berita Palsu
Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab,Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab,Berita Palsu
Perlawanan Pekerja Asing China Saat Bendera RRC Diturunkan TNI,Upaya Penurunan Bendera Cina atau Republik Rakyat Cina Secara paksa oleh Aparat TNI namun dihalang2i oleh oknum perusahan …mana itu pendukung penista agama yg triak2 MAKAR MAKAR MAKAR itu mana…yg menuduh Ummat Islam Makar itu mana?? Inilah makar yang sesungguhnya MAKAR…,Berita Palsu
: Cuitan Di Twitter Karyawan PT Adhi karya Terhadap Gus Mus Bijak Bersosial Media,"@gusmusgusmu Dulu gk ada aspal Gus di padang pasir, wahyu pertama tentang shalat jumat jga saat Rasullullah hijrah ke Madinah. Bid’ah ndasmu!",Berita Palsu
Pernyataan Sikap Netral Universitas Indonesia,UI mengingatkan dan mengimbau segenap sivitas akademika dan warga UI termasuk para alumni UI untuk menyampaikan hak konstitusionalnya atas nama pribadi dan tidak menggunakan nama besar institusi UI.,Berita Palsu
Klarifikasi Kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?,Min tolong ini dicek min apa benar ini aliran sesat Islam nusantara???,Berita Palsu
"Mengandung Cacing, BPOM Kepri Tarik 3 Merek Sarden dari Peredaran","“Setelah isu ini berkembang kuat, kami diperintahkan untuk menarik 
produk sarden kaleng dari peredaran. Ada 3 merek yang kita tarik. 
Penarikan sudah mulai dilakukan hari ini,” ujar Kepala BPOM Kepri, Yosef
 Dwi Irwan.",Berita Palsu
Klarifikasi Gedung DPR Tidak Terjadi Kebakaran,"Hal yang sebenarnya terjadi, menurut Damayanti, yakni terjadi malfungsi dari alat pemadam api ringan (APAR). “Tidak ada kebakaran, namun malfungsi dari APAR yang berupa aerosol tiba-tiba bekerja tanpa ada kebakaran,” ujarnya.",Berita Palsu
"Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?","Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?",Berita Palsu
Cacing Hidup di Produk Ikan Supermarket |  Live Worms in Supermarkets Fish Product,Omg check this out🤤🤤🤤🤤,Berita Palsu
Ketum MUI: Jangan Gunakan Nama Muslim untuk Sebar Hoax,Ketum MUI: Jangan Gunakan Nama “Muslim” untuk Sebar Hoax,Berita Palsu
Balada Cinta Segi Tiga Ahok Veronica: Ahok Lemah Syahwat,"Balada Cinta segi tiga Ahok ..”‘
 ≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠
 Veronica : Ahok Lemah Syahwat",Berita Palsu
"Bukankah Zakat Itu Satu Tahun Sekali , Jadi Kalau Bulanan Itu Namanya Zakat Apa?","Menag Siapkan Perpres untuk Tarik Zakat 2,5% bagi PNS Muslim
 Bukankah zakat itu satu tahun sekali (haul), jadi kalau bulanan itu namanya Zakat APA???
 Jumhur ulama berpendapat bahwa didalam zakat harta mustafad diwajibkan adanya haul berdasarkan apa yang diriwayatkan oleh Ibnu Majah dari Aisyah ia berkata, “Aku mendengar Rasulullah saw bersabda: “Tidak ada zakat harta hingga mencapai haul. ”
 wallahu’alam!",Berita Palsu
